File,Mean,Std,Median,Max,Min,Modus,Skew,Kurtosis,Q1,Q3,IQR,ZCRMean,ZCRMedian,ZCRStd,ZCRSkew,ZCRKurt,EneMean,EneMedian,ENeStd,EneSkew,EneKurt,Label
YAF_bite_angry.wav,-0.25282058337943675,6365.286716142009,-0.2528205833791965,11024.494358833243,-11025.0,-11025.0,1.5275495660775406e-18,-1.2000000012620569,-5512.626410291689,5512.120769124931,11024.74717941662,0.23304074309593023,0.1455078125,0.2185289327213689,1.5362696124852657,1.1350410258174168,3.310224294141395,0.46502945790651573,5.6681248469486665,2.5704671945721898,7.0944759092669045,YAF_angry
YAF_burn_angry.wav,-0.3059780195381366,6365.28671536424,-0.30597801953818826,11024.388043960924,-11025.0,-11025.0,-1.6959001797116068e-17,-1.2000000018485635,-5512.652989009769,5512.041032970692,11024.69402198046,0.15100269586267606,0.080078125,0.20719610285571172,2.3768154493031606,4.303091371594898,5.377812201077651,1.7373168714332932,6.3934657095893295,1.0532296368778162,-0.06740022722747341,YAF_angry
YAF_bath_angry.wav,-0.22285333117721376,6365.2867165152475,-0.22285333117723155,11024.554293337646,-11025.0,-11025.0,-2.211185535561827e-18,-1.2000000009806018,-5512.611426665589,5512.165720003234,11024.777146668823,0.23041337789948454,0.1201171875,0.22605993632276622,1.3856941344399607,0.646448398449746,1.6869159259798132,0.30159186478574446,2.350167185160174,1.5625632406259973,1.6333520161296526,YAF_angry
YAF_boat_angry.wav,6.992848700553323e-13,6365.2867155269705,0.0,11024.704352256576,-11024.704352256576,-11024.704352256576,-1.4404824441142254e-16,-1.2000000017258508,-5512.352176128288,5512.352176128288,11024.704352256576,0.2061683968321918,0.1064453125,0.22943484920961615,1.5208329265643235,1.0805168624625203,6.959264112419927,1.0787030039306682,9.839454020333147,1.374926180670557,0.744547367003058,YAF_angry
YAF_back_angry.wav,2.1882089627117467e-13,6365.286716221996,0.0,11024.753294994292,-11024.753294994292,-11024.753294994292,-3.78413415182492e-17,-1.2000000012017389,-5512.376647497146,5512.376647497146,11024.753294994292,0.21326793323863635,0.123779296875,0.2227687852741436,1.835151913131693,2.036070094015831,1.6243506178948752,0.5401977363655897,2.13895956704274,1.708190517699823,2.6267775115042973,YAF_angry
YAF_cab_angry.wav,-0.23101584108628495,6365.286716418245,-0.23101584108624593,11024.537968317829,-11025.0,-11025.0,-7.74206316727961e-17,-1.2000000010537502,-5512.615507920544,5512.153476238371,11024.768984158914,0.19498005319148937,0.111083984375,0.21242514107868388,2.0020466032122433,2.77275045755509,3.194515732618378,0.9192864652285042,4.902209161125232,1.8465882251959853,2.50155258278951,YAF_angry
YAF_beg_angry.wav,-0.23458445040206552,6365.286716374739,-0.23458445040214473,11024.530831099193,-11024.999999999998,-11024.999999999998,-1.7718968601022115e-16,-1.200000001086557,-5512.617292225201,5512.148123324396,11024.765415549597,0.1981466542119565,0.116455078125,0.21770834945893167,2.0348093376793734,2.8892363534430503,2.8231121472922385,0.56945551913683,4.390967822543499,2.290287360942574,5.652218677058787,YAF_angry
YAF_book_angry.wav,-1.7784112246380984e-13,6365.286716209369,0.0,11024.752319547097,-11024.752319547097,-11024.752319547097,2.458238746142822e-17,-1.2000000012112604,-5512.376159773548,5512.376159773548,11024.752319547097,0.20153107040229884,0.0966796875,0.22916867716398756,1.8893745550026495,2.299403313623724,3.5657024461832934,0.4350388876491776,5.869403689089169,2.01368225239286,3.438631095056362,YAF_angry
YAF_bar_angry.wav,-0.23683192988506,6365.286716346998,-0.23683192988485993,11024.52633614023,-11025.0,-11025.0,1.9903499901855358e-16,-1.200000001107477,-5512.618415964942,5512.144752105172,11024.763168070114,0.17894166380494506,0.1015625,0.1983171526436127,2.1380504373261315,3.2976272312436743,2.970381460391363,1.5061523876208227,3.7611494546069086,1.497077473668993,1.6281307423157205,YAF_angry
YAF_bone_angry.wav,-0.23130664652556251,6365.286716414725,-0.23130664652567975,11024.537386706948,-11025.0,-11025.0,-1.2641411545916518e-16,-1.2000000010564045,-5512.615653323262,5512.153040030211,11024.768693353473,0.1822691572473404,0.10009765625,0.21313253873789362,2.091062109472107,3.161245491113019,1.2836965761187829,0.34001301130213013,1.6210631885014215,1.286653465158247,0.722007842667669,YAF_angry
YAF_base_angry.wav,-0.24214803426336867,6365.286716280326,-0.2421480342631232,11024.515703931473,-11025.0,-11025.0,2.848101236025001e-16,-1.200000001157753,-5512.621074017131,5512.1367779486045,11024.757851965736,0.27593376931179775,0.150390625,0.26388142387949726,1.0736588071117437,-0.4904635546566811,3.195290430922485,0.5294476969746859,5.806226916491819,2.716909385948567,7.278875675711369,YAF_angry
